Código Departamento;Código Municipio;Código Centro Poblado;Nombre Departamento;Nombre Municipio;Nombre Centro Poblado;Tipo Centro Poblado;Longitud;Latitud;Tipo de Municipio
47;47980;47980024;MAGDALENA;ZONA BANANERA;MONTERIA;CASERÍO (CAS);-74,17794039;10,79640074;MUNICIPIO
47;47980;47980025;MAGDALENA;ZONA BANANERA;PATUCA;CASERÍO (CAS);-74,17794039;10,79640074;MUNICIPIO
47;47980;47980026;MAGDALENA;ZONA BANANERA;PAULINA;CASERÍO (CAS);-74,17794039;10,79640074;MUNICIPIO
47;47980;47980027;MAGDALENA;ZONA BANANERA;PILOTO;CASERÍO (CAS);-74,17794039;10,79640074;MUNICIPIO
47;47980;47980028;MAGDALENA;ZONA BANANERA;SALÓN CONCEPCIÓN;CASERÍO (CAS);-74,17794039;10,79640074;MUNICIPIO
50;50001;50001000;META;VILLAVICENCIO;VILLAVICENCIO;CABECERA MUNICIPAL (CM);-73,6268779;4,12295758;MUNICIPIO
50;50001;50001001;META;VILLAVICENCIO;CONCEPCIÓN;CABECERA CORREGIMIENTO MUNICIPAL (C);-73,74161318;4,051660535;MUNICIPIO
50;50001;50001002;META;VILLAVICENCIO;RINCON DE POMPEYA;CABECERA CORREGIMIENTO MUNICIPAL (C);-73,36578664;4,039610024;MUNICIPIO
50;50001;50001003;META;VILLAVICENCIO;SANTA ROSA DE RÍO NEGRO;CASERÍO (CAS);-73,47798088;4,0334223;MUNICIPIO
50;50001;50001004;META;VILLAVICENCIO;BUENAVISTA;CABECERA CORREGIMIENTO MUNICIPAL (C);-73,48811617;4,09185813;MUNICIPIO
50;50001;50001005;META;VILLAVICENCIO;COCUY;CABECERA CORREGIMIENTO MUNICIPAL (C);-73,59958525;4,048781911;MUNICIPIO
50;50001;50001007;META;VILLAVICENCIO;SERVITÁ;CASERÍO (CAS);-73,48811617;4,09185813;MUNICIPIO
50;50001;50001013;META;VILLAVICENCIO;PIPIRAL;CASERÍO (CAS);-73,72592928;4,201147847;MUNICIPIO
50;50001;50001014;META;VILLAVICENCIO;SAN LUIS DE OCOA;CASERÍO (CAS);-73,7041239;4,080219546;MUNICIPIO
50;50001;50001015;META;VILLAVICENCIO;ALTO POMPEYA;CASERÍO (CAS);-73,39690703;4,063337965;MUNICIPIO
50;50001;50001016;META;VILLAVICENCIO;CECILIA;CASERÍO (CAS);-73,69565821;4,081277201;MUNICIPIO
50;50001;50001017;META;VILLAVICENCIO;LA NOHORA;CASERÍO (CAS);-73,59352731;4,10886928;MUNICIPIO
50;50001;50001019;META;VILLAVICENCIO;APIAY;CENTRO POBLADO (CP);-73,48811617;4,09185813;MUNICIPIO
50;50001;50001020;META;VILLAVICENCIO;BARCELONA;CENTRO POBLADO (CP);-73,48811617;4,09185813;MUNICIPIO
50;50001;50001021;META;VILLAVICENCIO;ARGENTINA;CENTRO POBLADO (CP);-73,63864891;4,200804892;MUNICIPIO
50;50001;50001022;META;VILLAVICENCIO;BALMORAL;CENTRO POBLADO (CP);-73,48811617;4,09185813;MUNICIPIO
50;50001;50001023;META;VILLAVICENCIO;BELLA SUIZA;CENTRO POBLADO (CP);-73,48811617;4,09185813;MUNICIPIO
50;50001;50001024;META;VILLAVICENCIO;CONDOMINIO DE LOS ODONTÓLOGOS;CENTRO POBLADO (CP);-73,48811617;4,09185813;MUNICIPIO
50;50001;50001025;META;VILLAVICENCIO;CONDOMINIO SANTA BÁRBARA;CENTRO POBLADO (CP);-73,48811617;4,09185813;MUNICIPIO
50;50001;50001026;META;VILLAVICENCIO;LLANERITA;CENTRO POBLADO (CP);-73,48811617;4,09185813;MUNICIPIO
50;50001;50001027;META;VILLAVICENCIO;NATURALIA;CENTRO POBLADO (CP);-73,48811617;4,09185813;MUNICIPIO
50;50001;50001028;META;VILLAVICENCIO;PARCELAS DEL PROGRESO;CENTRO POBLADO (CP);-73,48811617;4,09185813;MUNICIPIO
50;50001;50001029;META;VILLAVICENCIO;QUINTAS DE SAN FERNANDO;CENTRO POBLADO (CP);-73,48811617;4,09185813;MUNICIPIO
50;50001;50001030;META;VILLAVICENCIO;QUINTAS DEL DIAMANTE;CENTRO POBLADO (CP);-73,48811617;4,09185813;MUNICIPIO
50;50001;50001031;META;VILLAVICENCIO;SAN CARLOS;CENTRO POBLADO (CP);-73,48811617;4,09185813;MUNICIPIO
50;50001;50001032;META;VILLAVICENCIO;SECTOR LOS ALGARROBOS-NARANJOS;CENTRO POBLADO (CP);-73,48811617;4,09185813;MUNICIPIO
50;50001;50001033;META;VILLAVICENCIO;SECTOR VIGÍA SEBASTOPOL;CENTRO POBLADO (CP);-73,48811617;4,09185813;MUNICIPIO
50;50006;50006000;META;ACACÍAS;ACACÍAS;CABECERA MUNICIPAL (CM);-73,76560234;3,991014028;MUNICIPIO
50;50006;50006001;META;ACACÍAS;DINAMARCA;CABECERA INSPECCIÓN DE POLICÍA (IP);-73,46867388;3,898386214;MUNICIPIO
50;50006;50006003;META;ACACÍAS;SAN ISIDRO DE CHICHIMENE;CENTRO POBLADO (CP);-73,6855883;3,915523698;MUNICIPIO
50;50006;50006006;META;ACACÍAS;CONDOMINIO LA BONANZA;CENTRO POBLADO (CP);-73,72292829;4,009688043;MUNICIPIO
50;50006;50006007;META;ACACÍAS;LA CECILITA;CENTRO POBLADO (CP);-73,72292829;4,009688043;MUNICIPIO
50;50006;50006008;META;ACACÍAS;QUEBRADITAS;CENTRO POBLADO (CP);-73,72292829;4,009688043;MUNICIPIO
50;50006;50006009;META;ACACÍAS;SANTA ROSA;CENTRO POBLADO (CP);-73,72292829;4,009688043;MUNICIPIO
50;50110;50110000;META;BARRANCA DE UPÍA;BARRANCA DE UPÍA;CABECERA MUNICIPAL (CM);-72,9665821;4,569068667;MUNICIPIO
50;50110;50110001;META;BARRANCA DE UPÍA;SAN IGNACIO;CABECERA INSPECCIÓN DE POLICÍA (IP);-73,02760239;4,632853968;MUNICIPIO
50;50124;50124000;META;CABUYARO;CABUYARO;CABECERA MUNICIPAL (CM);-72,78949645;4,288261592;MUNICIPIO
50;50124;50124002;META;CABUYARO;GUAYABAL DE UPÍA;CABECERA INSPECCIÓN DE POLICÍA (IP);-72,81340716;4,401572179;MUNICIPIO
50;50124;50124003;META;CABUYARO;VISO DE UPÍA;CABECERA INSPECCIÓN DE POLICÍA (IP);-72,7985178;4,349620226;MUNICIPIO
50;50124;50124004;META;CABUYARO;LOS MANGOS;CABECERA INSPECCIÓN DE POLICÍA (IP);-73,10620617;4,33545586;MUNICIPIO
50;50150;50150000;META;CASTILLA LA NUEVA;CASTILLA LA NUEVA;CABECERA MUNICIPAL (CM);-73,68902156;3,827982617;MUNICIPIO
50;50150;50150001;META;CASTILLA LA NUEVA;SAN LORENZO;CASERÍO (CAS);-73,54728267;3,809813851;MUNICIPIO
50;50150;50150002;META;CASTILLA LA NUEVA;PUEBLO VIEJO;CASERÍO (CAS);-73,54037788;3,805478841;MUNICIPIO
50;50150;50150003;META;CASTILLA LA NUEVA;EL TORO;CENTRO POBLADO (CP);-73,54037788;3,805478841;MUNICIPIO
50;50150;50150004;META;CASTILLA LA NUEVA;LAS VIOLETAS;CENTRO POBLADO (CP);-73,540378;3,805479;MUNICIPIO
50;50150;50150005;META;CASTILLA LA NUEVA;CASA BLANCA;CENTRO POBLADO (CP);-73,54037229;3,805483088;MUNICIPIO
50;50223;50223000;META;CUBARRAL;CUBARRAL;CABECERA MUNICIPAL (CM);-73,83501096;3,794904891;MUNICIPIO
50;50223;50223003;META;CUBARRAL;PUERTO ARIARI;CASERÍO (CAS);-73,85675131;3,777575316;MUNICIPIO
50;50226;50226000;META;CUMARAL;CUMARAL;CABECERA MUNICIPAL (CM);-73,48748644;4,267061854;MUNICIPIO
50;50226;50226002;META;CUMARAL;GUACAVÍA;CABECERA INSPECCIÓN DE POLICÍA (IP);-73,51939127;4,289252591;MUNICIPIO
50;50226;50226004;META;CUMARAL;SAN NICOLÁS;CABECERA INSPECCIÓN DE POLICÍA (IP);-73,39316136;4,16290686;MUNICIPIO
50;50226;50226005;META;CUMARAL;VERACRUZ;CASERÍO (CAS);-73,22067202;4,234077934;MUNICIPIO
50;50226;50226010;META;CUMARAL;PRESENTADO;CABECERA INSPECCIÓN DE POLICÍA (IP);-73,3534559;4,303117486;MUNICIPIO
50;50245;50245000;META;EL CALVARIO;EL CALVARIO;CABECERA MUNICIPAL (CM);-73,71345503;4,352170158;MUNICIPIO
50;50245;50245001;META;EL CALVARIO;MONTFORT;CABECERA INSPECCIÓN DE POLICÍA (IP);-73,64250635;4,3193731;MUNICIPIO
50;50245;50245002;META;EL CALVARIO;SAN FRANCISCO;CABECERA INSPECCIÓN DE POLICÍA (IP);-73,75768798;4,379444764;MUNICIPIO
50;50245;50245006;META;EL CALVARIO;SAN JOSE;CENTRO POBLADO (CP);-73,71507163;4,35243402;MUNICIPIO
50;50251;50251000;META;EL CASTILLO;EL CASTILLO;CABECERA MUNICIPAL (CM);-73,79416288;3,564719028;MUNICIPIO
50;50251;50251001;META;EL CASTILLO;MEDELLÍN DEL ARIARI;CABECERA INSPECCIÓN DE POLICÍA (IP);-73,80406278;3,628482949;MUNICIPIO
50;50251;50251003;META;EL CASTILLO;MIRAVALLES;CABECERA INSPECCIÓN DE POLICÍA (IP);-73,95612209;3,579182541;MUNICIPIO
50;50251;50251004;META;EL CASTILLO;PUERTO ESPERANZA;CABECERA INSPECCIÓN DE POLICÍA (IP);-73,85812615;3,618788039;MUNICIPIO
50;50270;50270000;META;EL DORADO;EL DORADO;CABECERA MUNICIPAL (CM);-73,83523623;3,738810743;MUNICIPIO
50;50270;50270001;META;EL DORADO;PUEBLO SÁNCHEZ;CENTRO POBLADO (CP);-73,79964077;3,675952323;MUNICIPIO
50;50270;50270002;META;EL DORADO;SAN ISIDRO;CENTRO POBLADO (CP);-73,8136241;3,728487707;MUNICIPIO
50;50287;50287000;META;FUENTE DE ORO;FUENTEDEORO;CABECERA MUNICIPAL (CM);-73,61998898;3,461515389;MUNICIPIO
50;50287;50287001;META;FUENTE DE ORO;PUERTO ALJURE;CENTRO POBLADO (CP);-73,56609483;3,385047243;MUNICIPIO
50;50287;50287002;META;FUENTE DE ORO;PUERTO LIMÓN;CENTRO POBLADO (CP);-73,4885896;3,368999168;MUNICIPIO
50;50287;50287003;META;FUENTE DE ORO;PUERTO SANTANDER;CENTRO POBLADO (CP);-73,51513439;3,370162224;MUNICIPIO
50;50287;50287004;META;FUENTE DE ORO;UNIÓN DEL ARIARI;CENTRO POBLADO (CP);-73,59642491;3,388528499;MUNICIPIO
50;50287;50287005;META;FUENTE DE ORO;LA COOPERATIVA;CENTRO POBLADO (CP);-73,5896509;3,377584356;MUNICIPIO
50;50287;50287006;META;FUENTE DE ORO;CAÑO BLANCO;CENTRO POBLADO (CP);-73,52938087;3,318888897;MUNICIPIO
50;50287;50287007;META;FUENTE DE ORO;PUERTO NUEVO;CENTRO POBLADO (CP);-73,59642491;3,388528499;MUNICIPIO
50;50287;50287008;META;FUENTE DE ORO;BARRANCO COLORADO CAÑO VENADO;CENTRO POBLADO (CP);-73,59642226;3,388528434;MUNICIPIO
50;50313;50313000;META;GRANADA;GRANADA;CABECERA MUNICIPAL (CM);-73,69847756;3,534935191;MUNICIPIO
50;50313;50313001;META;GRANADA;CANAGUARO;CENTRO POBLADO (CP);-73,76367206;3,441749211;MUNICIPIO
50;50313;50313002;META;GRANADA;DOS QUEBRADAS;CENTRO POBLADO (CP);-73,79345523;3,45251152;MUNICIPIO
50;50313;50313004;META;GRANADA;LA PLAYA;CENTRO POBLADO (CP);-73,74621134;3,506451318;MUNICIPIO
50;50313;50313005;META;GRANADA;PUERTO CALDAS;CENTRO POBLADO (CP);-73,72288727;3,48064746;MUNICIPIO
50;50313;50313006;META;GRANADA;AGUAS CLARAS;CENTRO POBLADO (CP);-73,85904565;3,473120208;MUNICIPIO
50;50313;50313007;META;GRANADA;PUNTA BRAVA;CASERÍO (CAS);-73,74669342;3,500314018;MUNICIPIO
50;50318;50318000;META;GUAMAL;GUAMAL;CABECERA MUNICIPAL (CM);-73,77012038;3,879743604;MUNICIPIO
50;50318;50318001;META;GUAMAL;HUMADEA;CASERÍO (CAS);-73,75052266;3,815172285;MUNICIPIO
50;50325;50325000;META;MAPIRIPÁN;MAPIRIPÁN;CABECERA MUNICIPAL (CM);-72,13324949;2,89200026;MUNICIPIO
50;50325;50325001;META;MAPIRIPÁN;PUERTO ALVIRA;CABECERA INSPECCIÓN DE POLICÍA (IP);-71,75194477;2,896989772;MUNICIPIO
50;50325;50325002;META;MAPIRIPÁN;MIELÓN;CABECERA INSPECCIÓN DE POLICÍA (IP);-72,44460759;2,741742109;MUNICIPIO
50;50325;50325004;META;MAPIRIPÁN;ANZUELO;CABECERA INSPECCIÓN DE POLICÍA (IP);-71,93787746;3,117774769;MUNICIPIO
50;50325;50325005;META;MAPIRIPÁN;GUACAMAYAS;CABECERA INSPECCIÓN DE POLICÍA (IP);-71,93791621;3,117869679;MUNICIPIO
50;50325;50325006;META;MAPIRIPÁN;LA COOPERATIVA;CABECERA INSPECCIÓN DE POLICÍA (IP);-71,93787746;3,117774769;MUNICIPIO
50;50325;50325007;META;MAPIRIPÁN;PUERTO SIARE;CABECERA INSPECCIÓN DE POLICÍA (IP);-71,93787746;3,117774769;MUNICIPIO
50;50325;50325009;META;MAPIRIPÁN;EL SILENCIO;CABECERA INSPECCIÓN DE POLICÍA (IP);-71,93791621;3,117869679;MUNICIPIO
50;50325;50325010;META;MAPIRIPÁN;LA JUNGLA;CABECERA INSPECCIÓN DE POLICÍA (IP);-71,93791621;3,117869679;MUNICIPIO
50;50325;50325011;META;MAPIRIPÁN;RINCON DEL INDIO;CABECERA INSPECCIÓN DE POLICÍA (IP);-71,93791621;3,117869679;MUNICIPIO
50;50330;50330000;META;MESETAS;MESETAS;CABECERA MUNICIPAL (CM);-74,04436642;3,382245855;MUNICIPIO
50;50330;50330002;META;MESETAS;JARDÍN DE LAS PEÑAS;CENTRO POBLADO (CP);-74,16351243;3,279100091;MUNICIPIO
50;50330;50330003;META;MESETAS;BRISAS DEL DUDA;CABECERA INSPECCIÓN DE POLICÍA (IP);-74,13188564;3,165765415;MUNICIPIO
50;50330;50330004;META;MESETAS;MIRADOR;CABECERA INSPECCIÓN DE POLICÍA (IP);-74,13188564;3,165765415;MUNICIPIO
50;50330;50330005;META;MESETAS;ORIENTE;CASERÍO (CAS);-74,13188564;3,165765415;MUNICIPIO
50;50330;50330007;META;MESETAS;LA ARGENTINA;CASERÍO (CAS);-74,13188564;3,165765415;MUNICIPIO
50;50330;50330009;META;MESETAS;PUERTO NARIÑO;CASERÍO (CAS);-74,13188564;3,165765415;MUNICIPIO
50;50330;50330010;META;MESETAS;SAN ISIDRO;CASERÍO (CAS);-74,13188564;3,165765415;MUNICIPIO
50;50350;50350000;META;LA MACARENA;LA MACARENA;CABECERA MUNICIPAL (CM);-73,78646619;2,18362947;MUNICIPIO
50;50350;50350001;META;LA MACARENA;SAN FRANCISCO DE LA SOMBRA;CENTRO POBLADO (CP);-74,36920014;2,064960786;MUNICIPIO
50;50350;50350002;META;LA MACARENA;LOS POZOS;CENTRO POBLADO (CP);-74,55620353;2,123425887;MUNICIPIO
50;50350;50350003;META;LA MACARENA;SAN JUAN DEL LOSADA;CENTRO POBLADO (CP);-74,45174047;2,245272984;MUNICIPIO
50;50350;50350006;META;LA MACARENA;LA CATALINA;CENTRO POBLADO (CP);-74,07456752;2,143338539;MUNICIPIO
50;50350;50350007;META;LA MACARENA;LA CRISTALINA;CENTRO POBLADO (CP);-74,07456752;2,143338539;MUNICIPIO
50;50350;50350008;META;LA MACARENA;EL RUBÍ;CENTRO POBLADO (CP);-74,07456752;2,143338539;MUNICIPIO
50;50350;50350009;META;LA MACARENA;ALTO MORROCOY (NUEVO HORIZONTE);CENTRO POBLADO (CP);-74,07455219;2,143274353;MUNICIPIO
50;50350;50350010;META;LA MACARENA;EL VERGEL;CENTRO POBLADO (CP);-74,07455219;2,143274353;MUNICIPIO
50;50350;50350011;META;LA MACARENA;LA TUNIA;CENTRO POBLADO (CP);-74,07455219;2,143274353;MUNICIPIO
50;50350;50350012;META;LA MACARENA;LAS DELICIAS;CENTRO POBLADO (CP);-74,07455219;2,143274353;MUNICIPIO
50;50350;50350013;META;LA MACARENA;LAURELES;CENTRO POBLADO (CP);-74,07455219;2,143274353;MUNICIPIO
50;50350;50350014;META;LA MACARENA;PLAYA RICA;CENTRO POBLADO (CP);-74,07455219;2,143274353;MUNICIPIO
50;50350;50350015;META;LA MACARENA;PUERTO LOZADA;CENTRO POBLADO (CP);-74,07455219;2,143274353;MUNICIPIO
50;50350;50350016;META;LA MACARENA;VILLA CARDONA;CENTRO POBLADO (CP);-74,07455219;2,143274353;MUNICIPIO
50;50370;50370000;META;URIBE;URIBE;CABECERA MUNICIPAL (CM);-74,35067139;3,238327068;MUNICIPIO
50;50370;50370001;META;URIBE;LA JULIA;CENTRO POBLADO (CP);-74,4361441;3,026456177;MUNICIPIO
50;50370;50370002;META;URIBE;EL DIVISO;CENTRO POBLADO (CP);-74,4361441;3,026456177;MUNICIPIO
50;50400;50400000;META;LEJANÍAS;LEJANÍAS;CABECERA MUNICIPAL (CM);-74,02440235;3,525691136;MUNICIPIO
50;50400;50400001;META;LEJANÍAS;CACAYAL;CABECERA INSPECCIÓN DE POLICÍA (IP);-73,91036351;3,475300316;MUNICIPIO
50;50400;50400002;META;LEJANÍAS;ANGOSTURAS DEL GUAPE;CASERÍO (CAS);-74,04121704;3,554109297;MUNICIPIO
50;50450;50450000;META;PUERTO CONCORDIA;PUERTO CONCORDIA;CABECERA MUNICIPAL (CM);-72,75710046;2,623791542;MUNICIPIO
50;50450;50450001;META;PUERTO CONCORDIA;EL PORORIO;CENTRO POBLADO (CP);-72,71911932;2,751606989;MUNICIPIO
50;50450;50450002;META;PUERTO CONCORDIA;LINDENAI;CENTRO POBLADO (CP);-72,71915729;2,751717597;MUNICIPIO
50;50450;50450003;META;PUERTO CONCORDIA;SAN FERNANDO;CENTRO POBLADO (CP);-72,71915729;2,751717597;MUNICIPIO
50;50568;50568000;META;PUERTO GAITÁN;PUERTO GAITÁN;CABECERA MUNICIPAL (CM);-72,08295486;4,31202706;MUNICIPIO
50;50568;50568001;META;PUERTO GAITÁN;DOMO PLANAS;CENTRO POBLADO (CP);-71,63097812;4,005633877;MUNICIPIO
50;50568;50568002;META;PUERTO GAITÁN;SAN PEDRO DE ARIMENA;CENTRO POBLADO (CP);-71,62279178;4,607181604;MUNICIPIO
50;50568;50568004;META;PUERTO GAITÁN;SAN MIGUEL;CENTRO POBLADO (CP);-71,86127335;4,510021152;MUNICIPIO
50;50568;50568005;META;PUERTO GAITÁN;EL PORVENIR;CENTRO POBLADO (CP);-71,40169378;4,736101426;MUNICIPIO
50;50568;50568006;META;PUERTO GAITÁN;PUERTO TRUJILLO;CENTRO POBLADO (CP);-71,10845944;3,386285087;MUNICIPIO
50;50568;50568007;META;PUERTO GAITÁN;PUENTE ARIMENA;CENTRO POBLADO (CP);-71,57845664;4,601485324;MUNICIPIO
50;50568;50568008;META;PUERTO GAITÁN;ALTO TILLAVÁ;CABECERA INSPECCIÓN DE POLICÍA (IP);-71,63097812;4,005633877;MUNICIPIO
50;50568;50568010;META;PUERTO GAITÁN;LA CRISTALINA;CENTRO POBLADO (CP);-71,63097812;4,005633877;MUNICIPIO
50;50568;50568012;META;PUERTO GAITÁN;MURUJUY;CENTRO POBLADO (CP);-71,63109624;4,005545456;MUNICIPIO
50;50573;50573000;META;PUERTO LÓPEZ;PUERTO LÓPEZ;CABECERA MUNICIPAL (CM);-72,95592832;4,093473679;MUNICIPIO
50;50573;50573001;META;PUERTO LÓPEZ;LA BALSA;CABECERA INSPECCIÓN DE POLICÍA (IP);-73,04761079;4,057092293;MUNICIPIO
50;50573;50573003;META;PUERTO LÓPEZ;PACHAQUIARO;CABECERA INSPECCIÓN DE POLICÍA (IP);-73,17464371;4,055745651;MUNICIPIO
50;50573;50573004;META;PUERTO LÓPEZ;ALTAMIRA;CABECERA INSPECCIÓN DE POLICÍA (IP);-73,16964691;3,757736121;MUNICIPIO
50;50573;50573006;META;PUERTO LÓPEZ;PUERTO GUADALUPE;CABECERA INSPECCIÓN DE POLICÍA (IP);-72,45742411;4,318178919;MUNICIPIO
50;50573;50573007;META;PUERTO LÓPEZ;PUERTO PORFÍA;CABECERA INSPECCIÓN DE POLICÍA (IP);-73,0284017;4,160680585;MUNICIPIO
50;50573;50573008;META;PUERTO LÓPEZ;REMOLINO;CABECERA INSPECCIÓN DE POLICÍA (IP);-72,60424893;4,288512094;MUNICIPIO
50;50573;50573010;META;PUERTO LÓPEZ;BOCAS DEL GUAYURIBA;CASERÍO (CAS);-72,63882553;4,040948286;MUNICIPIO
50;50573;50573011;META;PUERTO LÓPEZ;GUICHIRAL;CASERÍO (CAS);-72,63882553;4,040948286;MUNICIPIO
50;50573;50573012;META;PUERTO LÓPEZ;CHAVIVA;CABECERA INSPECCIÓN DE POLICÍA (IP);-73,06637032;4,143376396;MUNICIPIO
50;50573;50573013;META;PUERTO LÓPEZ;EL TIGRE;CABECERA INSPECCIÓN DE POLICÍA (IP);-73,08992408;3,934712599;MUNICIPIO
50;50577;50577000;META;PUERTO LLERAS;PUERTO LLERAS;CABECERA MUNICIPAL (CM);-73,37317866;3,26940842;MUNICIPIO
50;50577;50577003;META;PUERTO LLERAS;CASIBARE;CENTRO POBLADO (CP);-72,98451007;3,215372015;MUNICIPIO
50;50577;50577004;META;PUERTO LLERAS;CAÑO RAYADO;CENTRO POBLADO (CP);-73,40267246;3,165842439;MUNICIPIO
50;50577;50577005;META;PUERTO LLERAS;VILLA LA PAZ;CENTRO POBLADO (CP);-73,37089642;3,018101686;MUNICIPIO
50;50577;50577006;META;PUERTO LLERAS;TIERRA GRATA;CENTRO POBLADO (CP);-73,23654614;3,192887664;MUNICIPIO
50;50577;50577007;META;PUERTO LLERAS;LA UNIÓN;CENTRO POBLADO (CP);-73,23653774;3,192889364;MUNICIPIO
50;50577;50577008;META;PUERTO LLERAS;VILLA PALMERAS;CENTRO POBLADO (CP);-73,23653774;3,192889364;MUNICIPIO
50;50590;50590000;META;PUERTO RICO;PUERTO RICO;CABECERA MUNICIPAL (CM);-73,20748601;2,941649276;MUNICIPIO
50;50590;50590003;META;PUERTO RICO;LA LINDOSA;CENTRO POBLADO (CP);-72,95903088;2,846312737;MUNICIPIO
50;50590;50590004;META;PUERTO RICO;BARRANCO COLORADO;CENTRO POBLADO (CP);-73,11625698;2,823302595;MUNICIPIO
50;50590;50590005;META;PUERTO RICO;PUERTO TOLEDO;CENTRO POBLADO (CP);-73,42232497;2,925585412;MUNICIPIO
50;50590;50590006;META;PUERTO RICO;CHARCO DANTO;CENTRO POBLADO (CP);-73,1385347;2,755615017;MUNICIPIO
50;50590;50590007;META;PUERTO RICO;LA TIGRA;CENTRO POBLADO (CP);-73,1385347;2,755615017;MUNICIPIO
50;50590;50590008;META;PUERTO RICO;PUERTO CHISPAS;CENTRO POBLADO (CP);-73,1385347;2,755615017;MUNICIPIO
50;50606;50606000;META;RESTREPO;RESTREPO;CABECERA MUNICIPAL (CM);-73,564085;4,260980999;MUNICIPIO
50;50680;50680000;META;SAN CARLOS DE GUAROA;SAN CARLOS DE GUAROA;CABECERA MUNICIPAL (CM);-73,24158942;3,710534484;MUNICIPIO
50;50680;50680001;META;SAN CARLOS DE GUAROA;PAJURE;CABECERA INSPECCIÓN DE POLICÍA (IP);-73,12785316;3,888138771;MUNICIPIO
50;50680;50680002;META;SAN CARLOS DE GUAROA;SURIMENA;CABECERA INSPECCIÓN DE POLICÍA (IP);-73,3141431;3,859753547;MUNICIPIO
50;50680;50680003;META;SAN CARLOS DE GUAROA;LA PALMERA;CABECERA INSPECCIÓN DE POLICÍA (IP);-73,23592631;3,916064269;MUNICIPIO
50;50683;50683000;META;SAN JUAN DE ARAMA;SAN JUAN DE ARAMA;CABECERA MUNICIPAL (CM);-73,87080094;3,369107427;MUNICIPIO
50;50683;50683001;META;SAN JUAN DE ARAMA;EL VERGEL;CENTRO POBLADO (CP);-73,98076944;3,474805151;MUNICIPIO
50;50683;50683005;META;SAN JUAN DE ARAMA;MESA FERNÁNDEZ;CENTRO POBLADO (CP);-74,02957819;3,456546116;MUNICIPIO
50;50683;50683011;META;SAN JUAN DE ARAMA;CERRITO;CENTRO POBLADO (CP);-73,76600609;3,293184329;MUNICIPIO
50;50683;50683012;META;SAN JUAN DE ARAMA;MIRAFLOREZ;CENTRO POBLADO (CP);-73,76600609;3,293184329;MUNICIPIO
50;50683;50683013;META;SAN JUAN DE ARAMA;PEÑAS BLANCAS;CENTRO POBLADO (CP);-73,76600609;3,293184329;MUNICIPIO
50;50683;50683015;META;SAN JUAN DE ARAMA;BELLA VISTA;CENTRO POBLADO (CP);-73,82062108;3,289108165;MUNICIPIO
50;50686;50686000;META;SAN JUANITO;SAN JUANITO;CABECERA MUNICIPAL (CM);-73,67619364;4,457956076;MUNICIPIO
50;50686;50686002;META;SAN JUANITO;LA CANDELARIA;CABECERA INSPECCIÓN DE POLICÍA (IP);-73,65742396;4,430800678;MUNICIPIO
50;50689;50689000;META;SAN MARTÍN;SAN MARTÍN;CABECERA MUNICIPAL (CM);-73,69597218;3,701610526;MUNICIPIO
50;50689;50689001;META;SAN MARTÍN;EL MEREY;CENTRO POBLADO (CP);-73,55995587;3,730285979;MUNICIPIO
50;50689;50689003;META;SAN MARTÍN;REFORMA;CENTRO POBLADO (CP);-72,65633679;3,572655476;MUNICIPIO
50;50689;50689006;META;SAN MARTÍN;EL PARAISO MEJOR VIVIR;CENTRO POBLADO (CP);-72,9555967;3,558143703;MUNICIPIO
50;50711;50711000;META;VISTAHERMOSA;VISTAHERMOSA;CABECERA MUNICIPAL (CM);-73,75252332;3,127598951;MUNICIPIO
50;50711;50711001;META;VISTAHERMOSA;CAMPO ALEGRE;CENTRO POBLADO (CP);-73,79551598;3,217334083;MUNICIPIO
50;50711;50711002;META;VISTAHERMOSA;PIÑALITO;CENTRO POBLADO (CP);-73,6750548;2,975427433;MUNICIPIO
50;50711;50711003;META;VISTAHERMOSA;MARACAIBO;CENTRO POBLADO (CP);-73,84135538;3,014057825;MUNICIPIO
50;50711;50711004;META;VISTAHERMOSA;CAÑO AMARILLO;CENTRO POBLADO (CP);-73,82881897;2,935116412;MUNICIPIO
50;50711;50711005;META;VISTAHERMOSA;PUERTO LUCAS MARGEN IZQUIERDO;CENTRO POBLADO (CP);-73,77577062;3,104482137;MUNICIPIO
50;50711;50711006;META;VISTAHERMOSA;PUERTO LUCAS MARGEN DERECHO;CENTRO POBLADO (CP);-73,78095815;3,104118829;MUNICIPIO
50;50711;50711008;META;VISTAHERMOSA;PUERTO ESPERANZA MARGEN IZQUIERDO;CENTRO POBLADO (CP);-73,83122355;3,171439131;MUNICIPIO
50;50711;50711012;META;VISTAHERMOSA;COSTA RICA;CENTRO POBLADO (CP);-73,8785342;3,2069927;MUNICIPIO
50;50711;50711014;META;VISTAHERMOSA;PALESTINA;CENTRO POBLADO (CP);-73,68406796;2,823904934;MUNICIPIO
50;50711;50711016;META;VISTAHERMOSA;SANTO DOMINGO;CENTRO POBLADO (CP);-73,68406796;2,823904934;MUNICIPIO
50;50711;50711017;META;VISTAHERMOSA;TRES ESQUINAS;CENTRO POBLADO (CP);-73,68348559;2,822213256;MUNICIPIO
50;50711;50711018;META;VISTAHERMOSA;ALBANIA;CENTRO POBLADO (CP);-73,68406796;2,823904934;MUNICIPIO
